student_id,student_major,student_concentration,student_age,student_gender,student_name,student_batch,student_gpa,completed_credits,required_credits,number_of_replaces,max_credits/semester
1497,Engineering,Engineering,22,Female,Toaa Yehia,2022,3.47,64,80,0,16
1498,Science,Science,25,Male,Mahmoud Tamer,2021,3.78,112,32,0,16
1499,Mathematics,Mathematics,23,Female,Toaa Naser,2021,3.8,112,32,0,16
1500,Mathematics,Mathematics,19,Male,Mahmoud Tamer,2023,3.35,32,112,0,16
1501,Science,Science,24,Female,Sabah Youssef,2020,0.98,128,16,4,12
1502,Science,Science,18,Male,Naser Abdelrahman,2020,2.55,128,16,1,16
1503,Engineering,Engineering,20,Female,Marwa Mahmoud,2022,2.78,80,64,1,16
1504,Science,Science,25,Male,Yehia Abdelrahman,2022,0.91,80,64,4,12
1505,Science,Science,22,Female,Doaa Ahmed,2022,4.0,80,64,0,16
1506,Mathematics,Mathematics,18,Male,Mahmoud Youssef,2023,0.82,48,96,4,12
1507,Science,Science,23,Female,Yousra Youssef,2023,0.97,32,112,4,12
1508,Science,Science,22,Male,Tamer Tamer,2023,2.61,32,112,1,16
1509,Science,Science,25,Female,Mayar Mahmoud,2023,0.34,48,96,4,12
1510,Engineering,Engineering,18,Male,Naser Yehia,2021,3.73,112,32,0,16
1511,Engineering,Engineering,22,Female,Doaa Moustafa,2024,0.49,16,128,4,12
1512,Engineering,Engineering,22,Male,Yehia Naser,2021,0.37,96,48,4,12
1513,Engineering,Engineering,23,Female,Mariam Youssef,2023,3.79,48,96,0,16
1514,Engineering,Engineering,19,Male,Naser Mohamed,2023,3.65,32,112,0,16
1515,Computer Science,Information Technology,18,Female,Doaa Abdelrahman,2023,2.56,48,96,1,16
1516,Computer Science,Information Technology,19,Male,Moustafa Youssef,2023,3.08,32,112,0,16
1517,Computer Science,Data Science,21,Female,Doaa Khalid,2021,0.93,96,48,4,12
1518,Mathematics,Mathematics,19,Male,Naser Ahmed,2022,0.79,64,80,4,12
1519,Science,Science,25,Female,Doaa Youssef,2021,0.08,112,32,4,12
1520,Mathematics,Mathematics,25,Male,Moustafa Mahmoud,2023,0.63,48,96,4,12
1521,Mathematics,Mathematics,20,Female,Toaa Tamer,2023,3.29,32,112,0,16
1522,Science,Science,25,Male,Naser Tamer,2024,3.74,16,128,0,16
1523,Science,Science,19,Female,Yousra Khalid,2022,3.37,80,64,0,16
1524,Science,Science,19,Male,Mahmoud Mohamed,2022,2.49,80,64,2,12
1525,Computer Science,Information Technology,24,Female,Sabah Yehia,2023,1.65,48,96,3,12
1526,Science,Science,19,Male,Naser Khalid,2023,0.6,32,112,4,12
1527,Computer Science,Software Engineering,25,Female,Esraa Youssef,2022,1.85,64,80,3,12
1528,Computer Science,Software Engineering,20,Male,Naser Moustafa,2020,2.35,128,16,2,12
1529,Engineering,Engineering,20,Female,Doaa Ahmed,2022,-0.11,64,80,4,12
1530,Mathematics,Mathematics,21,Male,Yehia Mahmoud,2021,-0.11,112,32,4,12
1531,Engineering,Engineering,20,Female,Mariam Mohamed,2021,3.6,112,32,0,16
1532,Computer Science,Software Engineering,20,Male,Youssef Naser,2022,1.97,64,80,3,12
1533,Computer Science,Software Engineering,21,Female,Doha Khalid,2020,1.09,128,16,4,12
1534,Science,Science,19,Male,Khalid Moustafa,2023,4.0,32,112,0,16
1535,Computer Science,Information Technology,18,Female,Marwa Naser,2021,1.2,112,32,4,12
1536,Engineering,Engineering,24,Male,Tamer Yehia,2021,3.2,96,48,0,16
1537,Science,Science,23,Female,Doaa Mahmoud,2022,0.31,80,64,4,12
1538,Engineering,Engineering,24,Male,Youssef Mohamed,2020,2.02,128,16,2,12
1539,Science,Science,21,Female,Toaa Naser,2023,0.24,32,112,4,12
1540,Mathematics,Mathematics,25,Male,Moustafa Mahmoud,2022,2.46,64,80,2,12
1541,Engineering,Engineering,21,Female,Doha Mahmoud,2021,2.45,112,32,2,12
1542,Engineering,Engineering,21,Male,Yehia Abdelrahman,2023,4.0,48,96,0,16
1543,Science,Science,21,Female,Doha Moustafa,2022,3.33,64,80,0,16
1544,Computer Science,Data Science,21,Male,Khalid Mohamed,2022,0.34,64,80,4,12
1545,Engineering,Engineering,18,Female,Doaa Ahmed,2020,1.57,128,16,3,12
1546,Mathematics,Mathematics,25,Male,Mohamed Moustafa,2021,2.59,96,48,1,16
1547,Mathematics,Mathematics,18,Female,Doaa Tamer,2024,1.28,16,128,4,12
1548,Mathematics,Mathematics,21,Male,Naser Mohamed,2022,2.65,64,80,1,16
1549,Engineering,Engineering,23,Female,Mayar Tamer,2023,4.0,32,112,0,16
1550,Mathematics,Mathematics,18,Male,Naser Moustafa,2021,1.91,96,48,3,12
1551,Engineering,Engineering,25,Female,Marwa Ahmed,2024,3.17,16,128,0,16
1552,Engineering,Engineering,25,Male,Youssef Khalid,2024,2.1,16,128,2,12
1553,Engineering,Engineering,20,Female,Yousra Yehia,2021,2.7,112,32,1,16
1554,Science,Science,21,Male,Naser Naser,2021,3.89,112,32,0,16
1555,Computer Science,Information Technology,23,Female,Yousra Tamer,2020,2.43,128,16,2,12
1556,Science,Science,23,Male,Khalid Naser,2023,3.94,32,112,0,16
1557,Engineering,Engineering,25,Female,Doaa Khalid,2022,2.79,64,80,1,16
1558,Engineering,Engineering,21,Male,Moustafa Moustafa,2023,1.12,32,112,4,12
1559,Engineering,Engineering,18,Female,Mariam Abdelrahman,2020,2.36,128,16,2,12
1560,Computer Science,Software Engineering,18,Male,Mahmoud Tamer,2022,3.26,80,64,0,16
1561,Computer Science,Information Technology,23,Female,Mayar Ahmed,2024,1.93,16,128,3,12
1562,Science,Science,20,Male,Naser Tamer,2022,3.76,64,80,0,16
1563,Mathematics,Mathematics,25,Female,Doaa Moustafa,2022,3.11,80,64,0,16
1564,Engineering,Engineering,23,Male,Moustafa Tamer,2021,1.16,112,32,4,12
1565,Science,Science,19,Female,Yousra Moustafa,2022,-0.05,80,64,4,12
1566,Mathematics,Mathematics,19,Male,Naser Tamer,2022,1.28,64,80,4,12
1567,Engineering,Engineering,18,Female,Doha Youssef,2022,0.52,80,64,4,12
1568,Science,Science,22,Male,Mahmoud Ahmed,2024,0.52,16,128,4,12
1569,Computer Science,Data Science,23,Female,Marwa Tamer,2023,3.56,32,112,0,16
1570,Science,Science,25,Male,Mohamed Mohamed,2022,0.77,64,80,4,12
1571,Computer Science,Software Engineering,21,Female,Marwa Yehia,2020,4.0,128,16,0,16
1572,Engineering,Engineering,19,Male,Moustafa Ahmed,2022,0.62,80,64,4,12
1573,Engineering,Engineering,18,Female,Mariam Ahmed,2024,2.26,16,128,2,12
1574,Science,Science,24,Male,Tamer Abdelrahman,2023,3.94,48,96,0,16
1575,Computer Science,Information Technology,23,Female,Mariam Khalid,2021,3.1,112,32,0,16
1576,Science,Science,23,Male,Tamer Khalid,2022,2.34,64,80,2,12
1577,Science,Science,23,Female,Doaa Abdelrahman,2023,1.89,48,96,3,12
1578,Science,Science,18,Male,Yehia Ahmed,2023,2.83,48,96,1,16
1579,Science,Science,18,Female,Doaa Abdelrahman,2021,3.17,112,32,0,16
1580,Computer Science,Information Technology,18,Male,Yehia Mahmoud,2021,0.25,112,32,4,12
1581,Computer Science,Software Engineering,24,Female,Doaa Yehia,2021,2.82,96,48,1,16
1582,Mathematics,Mathematics,21,Male,Yehia Mahmoud,2021,1.18,112,32,4,12
1583,Engineering,Engineering,19,Female,Yousra Mohamed,2022,0.61,80,64,4,12
1584,Computer Science,Software Engineering,18,Male,Youssef Mahmoud,2023,0.52,48,96,4,12
1585,Science,Science,18,Female,Toaa Abdelrahman,2020,1.58,128,16,3,12
1586,Engineering,Engineering,24,Male,Youssef Yehia,2023,3.64,32,112,0,16
1587,Science,Science,23,Female,Yousra Ahmed,2021,1.98,112,32,3,12
1588,Engineering,Engineering,20,Male,Tamer Abdelrahman,2023,0.75,48,96,4,12
1589,Engineering,Engineering,23,Female,Doha Moustafa,2020,1.26,128,16,4,12
1590,Science,Science,20,Male,Moustafa Youssef,2021,-0.07,96,48,4,12
1591,Computer Science,Data Science,19,Female,Doaa Yehia,2022,1.82,80,64,3,12
1592,Science,Science,22,Male,Mahmoud Ahmed,2024,-0.14,16,128,4,12
1593,Mathematics,Mathematics,23,Female,Mariam Moustafa,2022,2.9,80,64,1,16
1594,Science,Science,18,Male,Mohamed Abdelrahman,2020,1.97,128,16,3,12
1595,Computer Science,Information Technology,20,Female,Doha Mohamed,2024,3.86,16,128,0,16
1596,Science,Science,25,Male,Ahmed Youssef,2021,2.21,112,32,2,12
1597,Engineering,Engineering,23,Female,Doha Tamer,2024,1.5,16,128,3,12
1598,Computer Science,Information Technology,21,Male,Khalid Ahmed,2022,2.01,64,80,2,12
1599,Engineering,Engineering,18,Female,Mariam Tamer,2023,0.29,48,96,4,12
1600,Mathematics,Mathematics,23,Male,Tamer Moustafa,2024,1.6,16,128,3,12
1601,Engineering,Engineering,18,Female,Mariam Khalid,2023,0.95,48,96,4,12
1602,Engineering,Engineering,21,Male,Ahmed Abdelrahman,2023,4.0,32,112,0,16
1603,Computer Science,Information Technology,21,Female,Yousra Naser,2021,0.77,112,32,4,12
1604,Computer Science,Software Engineering,20,Male,Abdelrahman Tamer,2023,0.48,32,112,4,12
1605,Science,Science,20,Female,Mariam Mahmoud,2021,2.86,96,48,1,16
1606,Mathematics,Mathematics,18,Male,Moustafa Naser,2023,0.26,32,112,4,12
1607,Science,Science,20,Female,Mariam Yehia,2022,3.32,80,64,0,16
1608,Science,Science,18,Male,Mahmoud Mahmoud,2023,1.94,48,96,3,12
1609,Engineering,Engineering,18,Female,Toaa Mahmoud,2021,3.47,112,32,0,16
1610,Science,Science,19,Male,Khalid Moustafa,2024,0.92,16,128,4,12
1611,Science,Science,18,Female,Esraa Moustafa,2021,1.13,96,48,4,12
1612,Mathematics,Mathematics,21,Male,Mahmoud Naser,2022,3.09,64,80,0,16
1613,Engineering,Engineering,18,Female,Doaa Yehia,2021,0.26,96,48,4,12
1614,Engineering,Engineering,20,Male,Naser Ahmed,2021,1.85,112,32,3,12
1615,Engineering,Engineering,21,Female,Doaa Youssef,2021,1.11,112,32,4,12
1616,Science,Science,18,Male,Youssef Yehia,2021,3.81,96,48,0,16
1617,Computer Science,Software Engineering,18,Female,Doaa Moustafa,2022,2.88,64,80,1,16
1618,Mathematics,Mathematics,18,Male,Mohamed Khalid,2023,0.46,32,112,4,12
1619,Engineering,Engineering,18,Female,Esraa Youssef,2021,0.77,96,48,4,12
1620,Computer Science,Information Technology,23,Male,Naser Yehia,2021,2.43,112,32,2,12
1621,Engineering,Engineering,24,Female,Yousra Tamer,2023,2.73,32,112,1,16
1622,Mathematics,Mathematics,18,Male,Youssef Mohamed,2021,3.09,96,48,0,16
1623,Science,Science,23,Female,Sabah Mahmoud,2023,2.84,48,96,1,16
1624,Engineering,Engineering,19,Male,Mahmoud Tamer,2021,0.85,112,32,4,12
1625,Mathematics,Mathematics,23,Female,Yousra Moustafa,2023,1.03,48,96,4,12
1626,Engineering,Engineering,21,Male,Mahmoud Tamer,2024,0.51,16,128,4,12
1627,Engineering,Engineering,22,Female,Doaa Ahmed,2021,0.38,112,32,4,12
1628,Science,Science,18,Male,Mahmoud Naser,2022,2.08,80,64,2,12
1629,Engineering,Engineering,21,Female,Sabah Youssef,2021,3.37,112,32,0,16
1630,Computer Science,Information Technology,20,Male,Moustafa Abdelrahman,2022,3.02,80,64,0,16
1631,Computer Science,Information Technology,25,Female,Mayar Mohamed,2022,1.25,64,80,4,12
1632,Science,Science,18,Male,Youssef Ahmed,2024,2.22,16,128,2,12
1633,Science,Science,25,Female,Doha Moustafa,2022,2.31,64,80,2,12
1634,Computer Science,Software Engineering,21,Male,Mohamed Abdelrahman,2021,0.93,112,32,4,12
1635,Computer Science,Software Engineering,19,Female,Doha Yehia,2022,3.63,64,80,0,16
1636,Mathematics,Mathematics,20,Male,Abdelrahman Mohamed,2021,1.87,112,32,3,12
1637,Science,Science,22,Female,Doaa Youssef,2023,0.31,32,112,4,12
1638,Science,Science,19,Male,Naser Khalid,2023,3.16,32,112,0,16
1639,Mathematics,Mathematics,25,Female,Doha Abdelrahman,2022,0.2,64,80,4,12
1640,Science,Science,20,Male,Abdelrahman Abdelrahman,2021,0.82,96,48,4,12
1641,Science,Science,18,Female,Mayar Abdelrahman,2022,-0.04,80,64,4,12
1642,Mathematics,Mathematics,22,Male,Tamer Mahmoud,2023,1.29,32,112,4,12
1643,Computer Science,Data Science,23,Female,Doha Yehia,2024,2.68,16,128,1,16
1644,Computer Science,Information Technology,25,Male,Moustafa Mahmoud,2023,1.94,48,96,3,12
1645,Science,Science,20,Female,Doha Tamer,2021,0.29,112,32,4,12
1646,Science,Science,25,Male,Abdelrahman Abdelrahman,2024,3.71,16,128,0,16
1647,Engineering,Engineering,24,Female,Toaa Naser,2021,1.53,96,48,3,12
1648,Computer Science,Information Technology,24,Male,Youssef Tamer,2023,3.58,48,96,0,16
1649,Mathematics,Mathematics,22,Female,Toaa Moustafa,2023,0.88,32,112,4,12
1650,Engineering,Engineering,19,Male,Naser Khalid,2023,-0.17,48,96,4,12
1651,Engineering,Engineering,22,Female,Sabah Moustafa,2022,0.69,80,64,4,12
1652,Mathematics,Mathematics,25,Male,Mahmoud Youssef,2022,0.74,80,64,4,12
1653,Computer Science,Software Engineering,20,Female,Mariam Moustafa,2022,0.59,80,64,4,12
1654,Engineering,Engineering,21,Male,Mohamed Ahmed,2022,3.48,64,80,0,16
1655,Engineering,Engineering,25,Female,Mayar Naser,2024,1.53,16,128,3,12
1656,Engineering,Engineering,18,Male,Tamer Ahmed,2022,-0.18,64,80,4,12
1657,Computer Science,Information Technology,25,Female,Sabah Ahmed,2022,2.09,64,80,2,12
1658,Computer Science,Information Technology,21,Male,Youssef Naser,2021,3.13,96,48,0,16
1659,Mathematics,Mathematics,19,Female,Toaa Tamer,2023,3.61,48,96,0,16
1660,Mathematics,Mathematics,19,Male,Abdelrahman Moustafa,2020,1.4,128,16,4,12
1661,Science,Science,25,Female,Mariam Youssef,2023,1.1,48,96,4,12
1662,Computer Science,Information Technology,19,Male,Tamer Yehia,2021,3.38,96,48,0,16
1663,Mathematics,Mathematics,19,Female,Doha Mohamed,2023,1.64,32,112,3,12
1664,Science,Science,25,Male,Naser Yehia,2020,2.03,128,16,2,12
1665,Science,Science,19,Female,Doha Mahmoud,2020,1.26,128,16,4,12
1666,Computer Science,Information Technology,21,Male,Yehia Mahmoud,2024,3.49,16,128,0,16
1667,Mathematics,Mathematics,18,Female,Doaa Yehia,2021,2.17,112,32,2,12
1668,Science,Science,23,Male,Mohamed Tamer,2023,2.23,48,96,2,12
1669,Mathematics,Mathematics,21,Female,Sabah Abdelrahman,2023,3.44,48,96,0,16
1670,Computer Science,Software Engineering,21,Male,Ahmed Mahmoud,2021,1.13,96,48,4,12
1671,Computer Science,Information Technology,20,Female,Mariam Abdelrahman,2022,3.13,80,64,0,16
1672,Engineering,Engineering,24,Male,Abdelrahman Mahmoud,2023,3.56,48,96,0,16
1673,Computer Science,Information Technology,22,Female,Doha Mohamed,2023,1.03,32,112,4,12
1674,Computer Science,Information Technology,18,Male,Tamer Mohamed,2022,3.53,80,64,0,16
1675,Computer Science,Software Engineering,20,Female,Esraa Naser,2020,2.9,128,16,1,16
1676,Mathematics,Mathematics,25,Male,Naser Mahmoud,2024,0.33,16,128,4,12
1677,Engineering,Engineering,20,Female,Doaa Yehia,2021,3.25,112,32,0,16
1678,Computer Science,Information Technology,18,Male,Tamer Mohamed,2021,-0.11,96,48,4,12
1679,Computer Science,Information Technology,24,Female,Sabah Youssef,2021,1.12,112,32,4,12
1680,Mathematics,Mathematics,21,Male,Yehia Mahmoud,2021,0.59,112,32,4,12
1681,Science,Science,23,Female,Mariam Ahmed,2021,0.14,96,48,4,12
1682,Engineering,Engineering,22,Male,Youssef Ahmed,2022,3.89,80,64,0,16
1683,Mathematics,Mathematics,24,Female,Yousra Ahmed,2021,3.01,112,32,0,16
1684,Engineering,Engineering,23,Male,Yehia Mahmoud,2022,0.47,80,64,4,12
1685,Science,Science,23,Female,Esraa Moustafa,2020,1.6,128,16,3,12
1686,Engineering,Engineering,25,Male,Naser Khalid,2022,0.43,64,80,4,12
1687,Engineering,Engineering,18,Female,Esraa Khalid,2020,1.74,128,16,3,12
1688,Engineering,Engineering,21,Male,Ahmed Khalid,2020,3.95,128,16,0,16
1689,Mathematics,Mathematics,23,Female,Doha Naser,2023,2.89,48,96,1,16
1690,Engineering,Engineering,18,Male,Mahmoud Ahmed,2021,1.9,96,48,3,12
1691,Computer Science,Information Technology,18,Female,Mayar Naser,2022,3.24,80,64,0,16
1692,Science,Science,25,Male,Youssef Mahmoud,2022,0.9,80,64,4,12
1693,Computer Science,Information Technology,21,Female,Sabah Yehia,2024,1.76,16,128,3,12
1694,Science,Science,18,Male,Abdelrahman Abdelrahman,2022,3.04,64,80,0,16
1695,Science,Science,24,Female,Mayar Abdelrahman,2021,2.11,112,32,2,12
1696,Mathematics,Mathematics,19,Male,Abdelrahman Abdelrahman,2023,0.51,48,96,4,12
1697,Engineering,Engineering,20,Female,Doaa Khalid,2023,1.07,48,96,4,12
1698,Mathematics,Mathematics,18,Male,Yehia Tamer,2021,1.13,112,32,4,12
1699,Mathematics,Mathematics,24,Female,Mayar Khalid,2024,1.79,16,128,3,12
1700,Mathematics,Mathematics,25,Male,Yehia Abdelrahman,2023,2.8,32,112,1,16
1701,Computer Science,Data Science,21,Female,Toaa Abdelrahman,2022,0.58,64,80,4,12
1702,Mathematics,Mathematics,22,Male,Mahmoud Khalid,2022,2.73,80,64,1,16
1703,Science,Science,21,Female,Toaa Yehia,2023,1.39,32,112,4,12
1704,Computer Science,Software Engineering,21,Male,Youssef Mahmoud,2021,3.38,96,48,0,16
1705,Mathematics,Mathematics,24,Female,Mayar Abdelrahman,2020,0.91,128,16,4,12
1706,Engineering,Engineering,19,Male,Youssef Khalid,2021,3.39,112,32,0,16
1707,Mathematics,Mathematics,23,Female,Mayar Abdelrahman,2021,2.2,96,48,2,12
1708,Engineering,Engineering,21,Male,Moustafa Ahmed,2021,2.36,96,48,2,12
1709,Mathematics,Mathematics,21,Female,Mayar Ahmed,2021,1.02,112,32,4,12
1710,Engineering,Engineering,21,Male,Yehia Yehia,2021,2.95,112,32,1,16
1711,Science,Science,19,Female,Toaa Naser,2023,3.9,32,112,0,16
1712,Mathematics,Mathematics,24,Male,Abdelrahman Abdelrahman,2023,3.59,32,112,0,16
1713,Engineering,Engineering,18,Female,Esraa Mohamed,2021,1.38,112,32,4,12
1714,Engineering,Engineering,21,Male,Khalid Youssef,2021,3.52,112,32,0,16
1715,Science,Science,25,Female,Sabah Youssef,2021,1.97,112,32,3,12
1716,Computer Science,Information Technology,25,Male,Youssef Moustafa,2023,1.22,32,112,4,12
1717,Computer Science,Data Science,25,Female,Mayar Mahmoud,2023,3.67,32,112,0,16
1718,Science,Science,23,Male,Abdelrahman Tamer,2022,0.21,64,80,4,12
1719,Computer Science,Information Technology,22,Female,Mariam Tamer,2023,0.2,32,112,4,12
1720,Engineering,Engineering,20,Male,Naser Yehia,2022,0.5,64,80,4,12
1721,Computer Science,Software Engineering,18,Female,Sabah Tamer,2022,2.19,64,80,2,12
1722,Mathematics,Mathematics,21,Male,Tamer Tamer,2021,2.7,96,48,1,16
1723,Engineering,Engineering,23,Female,Esraa Abdelrahman,2024,1.33,16,128,4,12
1724,Engineering,Engineering,18,Male,Abdelrahman Khalid,2022,3.96,64,80,0,16
1725,Mathematics,Mathematics,18,Female,Doaa Abdelrahman,2021,0.89,112,32,4,12
1726,Mathematics,Mathematics,25,Male,Khalid Ahmed,2023,1.35,48,96,4,12
1727,Science,Science,22,Female,Marwa Abdelrahman,2024,1.8,16,128,3,12
1728,Science,Science,20,Male,Naser Mohamed,2024,2.2,16,128,2,12
1729,Mathematics,Mathematics,24,Female,Toaa Ahmed,2020,1.87,128,16,3,12
1730,Science,Science,23,Male,Moustafa Naser,2023,0.49,32,112,4,12
1731,Engineering,Engineering,21,Female,Toaa Abdelrahman,2022,3.59,64,80,0,16
1732,Science,Science,23,Male,Yehia Mohamed,2020,0.37,128,16,4,12
1733,Computer Science,Information Technology,23,Female,Yousra Abdelrahman,2024,3.43,16,128,0,16
1734,Mathematics,Mathematics,20,Male,Abdelrahman Naser,2020,1.75,128,16,3,12
1735,Computer Science,Software Engineering,20,Female,Doaa Tamer,2021,3.62,96,48,0,16
1736,Science,Science,20,Male,Mohamed Abdelrahman,2021,3.25,96,48,0,16
1737,Engineering,Engineering,18,Female,Doaa Yehia,2023,2.31,32,112,2,12
1738,Computer Science,Information Technology,20,Male,Youssef Tamer,2023,2.02,48,96,2,12
1739,Mathematics,Mathematics,18,Female,Marwa Tamer,2022,2.86,80,64,1,16
1740,Mathematics,Mathematics,20,Male,Naser Tamer,2021,1.94,96,48,3,12
1741,Mathematics,Mathematics,23,Female,Sabah Tamer,2022,2.11,80,64,2,12
1742,Computer Science,Data Science,23,Male,Yehia Ahmed,2021,3.63,96,48,0,16
1743,Mathematics,Mathematics,19,Female,Doha Moustafa,2024,2.7,16,128,1,16
1744,Science,Science,25,Male,Youssef Khalid,2022,2.42,80,64,2,12
1745,Mathematics,Mathematics,19,Female,Sabah Mahmoud,2020,0.34,128,16,4,12
1746,Mathematics,Mathematics,21,Male,Mohamed Ahmed,2022,3.79,64,80,0,16
1747,Engineering,Engineering,23,Female,Mariam Khalid,2020,3.53,128,16,0,16
1748,Mathematics,Mathematics,19,Male,Ahmed Mohamed,2023,1.47,48,96,4,12
1749,Mathematics,Mathematics,19,Female,Toaa Tamer,2021,1.53,112,32,3,12
1750,Computer Science,Information Technology,22,Male,Mahmoud Mohamed,2022,2.28,64,80,2,12
1751,Science,Science,25,Female,Mayar Naser,2023,2.6,48,96,1,16
1752,Science,Science,18,Male,Khalid Moustafa,2023,-0.18,32,112,4,12
1753,Computer Science,Information Technology,23,Female,Sabah Yehia,2020,1.99,128,16,3,12
1754,Mathematics,Mathematics,24,Male,Ahmed Ahmed,2023,4.0,48,96,0,16
1755,Computer Science,Information Technology,21,Female,Mayar Tamer,2023,0.83,48,96,4,12
1756,Mathematics,Mathematics,22,Male,Tamer Mahmoud,2022,0.42,80,64,4,12
1757,Mathematics,Mathematics,25,Female,Sabah Moustafa,2021,0.21,96,48,4,12
1758,Computer Science,Software Engineering,22,Male,Mahmoud Mahmoud,2021,1.24,112,32,4,12
1759,Science,Science,20,Female,Doaa Abdelrahman,2023,3.79,32,112,0,16
1760,Computer Science,Data Science,19,Male,Mahmoud Yehia,2024,0.28,16,128,4,12
1761,Engineering,Engineering,19,Female,Sabah Moustafa,2022,1.01,64,80,4,12
1762,Engineering,Engineering,20,Male,Moustafa Mahmoud,2023,3.83,48,96,0,16
1763,Computer Science,Information Technology,18,Female,Doaa Naser,2024,2.01,16,128,2,12
1764,Science,Science,21,Male,Moustafa Moustafa,2022,4.0,64,80,0,16
1765,Mathematics,Mathematics,25,Female,Mariam Ahmed,2022,1.99,80,64,3,12
1766,Engineering,Engineering,20,Male,Yehia Abdelrahman,2022,1.71,80,64,3,12
1767,Science,Science,25,Female,Doha Ahmed,2020,4.0,128,16,0,16
1768,Computer Science,Data Science,18,Male,Ahmed Mohamed,2022,4.0,64,80,0,16
1769,Engineering,Engineering,19,Female,Mayar Abdelrahman,2021,2.1,96,48,2,12
1770,Science,Science,21,Male,Ahmed Yehia,2021,4.0,112,32,0,16
1771,Engineering,Engineering,24,Female,Doha Yehia,2024,3.19,16,128,0,16
1772,Science,Science,20,Male,Tamer Mahmoud,2022,1.76,64,80,3,12
1773,Engineering,Engineering,21,Female,Mariam Tamer,2021,3.15,96,48,0,16
1774,Computer Science,Software Engineering,22,Male,Youssef Ahmed,2022,1.53,64,80,3,12
1775,Mathematics,Mathematics,23,Female,Toaa Khalid,2020,1.75,128,16,3,12
1776,Computer Science,Information Technology,22,Male,Mahmoud Yehia,2023,1.1,48,96,4,12
1777,Science,Science,23,Female,Doaa Abdelrahman,2022,0.82,64,80,4,12
1778,Science,Science,18,Male,Youssef Tamer,2022,3.03,64,80,0,16
1779,Mathematics,Mathematics,22,Female,Doha Moustafa,2023,2.68,48,96,1,16
1780,Engineering,Engineering,19,Male,Yehia Mahmoud,2022,0.45,80,64,4,12
1781,Mathematics,Mathematics,23,Female,Esraa Moustafa,2024,1.39,16,128,4,12
1782,Mathematics,Mathematics,18,Male,Ahmed Ahmed,2021,0.92,112,32,4,12
1783,Science,Science,18,Female,Esraa Mahmoud,2020,2.66,128,16,1,16
1784,Science,Science,19,Male,Moustafa Khalid,2022,2.64,64,80,1,16
1785,Engineering,Engineering,24,Female,Esraa Khalid,2022,0.58,64,80,4,12
1786,Engineering,Engineering,20,Male,Yehia Khalid,2020,1.33,128,16,4,12
1787,Science,Science,25,Female,Mariam Mohamed,2024,3.33,16,128,0,16
1788,Computer Science,Data Science,22,Male,Yehia Tamer,2021,2.85,112,32,1,16
1789,Science,Science,24,Female,Toaa Yehia,2021,0.35,112,32,4,12
1790,Computer Science,Software Engineering,21,Male,Ahmed Mohamed,2021,4.0,96,48,0,16
1791,Computer Science,Information Technology,25,Female,Mayar Abdelrahman,2023,1.12,48,96,4,12
1792,Mathematics,Mathematics,22,Male,Yehia Yehia,2023,1.98,32,112,3,12
1793,Engineering,Engineering,20,Female,Mayar Tamer,2022,3.66,80,64,0,16
1794,Mathematics,Mathematics,23,Male,Youssef Moustafa,2023,1.89,32,112,3,12
1795,Science,Science,24,Female,Doaa Ahmed,2023,3.87,32,112,0,16
1796,Mathematics,Mathematics,25,Male,Youssef Abdelrahman,2024,2.39,16,128,2,12
1797,Mathematics,Mathematics,18,Female,Toaa Tamer,2020,3.87,128,16,0,16
1798,Science,Science,24,Male,Youssef Abdelrahman,2021,3.43,96,48,0,16
1799,Science,Science,23,Female,Esraa Yehia,2023,3.88,48,96,0,16
1800,Science,Science,21,Male,Khalid Youssef,2023,3.35,48,96,0,16
1801,Mathematics,Mathematics,24,Female,Marwa Yehia,2023,2.63,32,112,1,16
1802,Computer Science,Software Engineering,22,Male,Naser Abdelrahman,2023,3.79,48,96,0,16
1803,Mathematics,Mathematics,18,Female,Doaa Naser,2020,4.0,128,16,0,16
1804,Science,Science,20,Male,Khalid Youssef,2024,1.91,16,128,3,12
1805,Mathematics,Mathematics,18,Female,Yousra Mohamed,2023,2.32,32,112,2,12
1806,Mathematics,Mathematics,23,Male,Ahmed Ahmed,2020,1.93,128,16,3,12
1807,Computer Science,Software Engineering,23,Female,Mayar Ahmed,2021,3.89,112,32,0,16
1808,Computer Science,Data Science,20,Male,Khalid Tamer,2023,1.05,48,96,4,12
1809,Computer Science,Information Technology,18,Female,Doha Tamer,2023,1.52,48,96,3,12
1810,Science,Science,21,Male,Mohamed Abdelrahman,2021,0.32,96,48,4,12
1811,Engineering,Engineering,21,Female,Toaa Mahmoud,2022,0.93,64,80,4,12
1812,Mathematics,Mathematics,20,Male,Tamer Tamer,2022,2.63,80,64,1,16
1813,Science,Science,22,Female,Doha Khalid,2023,0.04,32,112,4,12
1814,Computer Science,Information Technology,25,Male,Tamer Moustafa,2021,1.47,112,32,4,12
1815,Computer Science,Data Science,23,Female,Doaa Moustafa,2020,1.95,128,16,3,12
1816,Computer Science,Information Technology,21,Male,Abdelrahman Mahmoud,2020,3.37,128,16,0,16
1817,Engineering,Engineering,22,Female,Marwa Ahmed,2023,2.91,32,112,1,16
1818,Mathematics,Mathematics,24,Male,Abdelrahman Mohamed,2023,0.91,48,96,4,12
1819,Science,Science,25,Female,Toaa Youssef,2024,1.66,16,128,3,12
1820,Science,Science,23,Male,Abdelrahman Naser,2022,2.12,80,64,2,12
